id	cui	judgment	target	weight	source	label	query	why
paragraph_23	C0032914	expected	3	3	paragraph_expected		A pregnant patient at 34 weeks developed severe hypertension, headache, and proteinuria. Obstetrics diagnosed preeclampsia with severe features and started magnesium sulfate before induction of labor.	Preeclampsia paragraph should retrieve preeclampsia, magnesium sulfate, labor induction, severe hypertension, proteinuria, and headache.
paragraph_23	C0033687	expected	3	3	paragraph_expected		A pregnant patient at 34 weeks developed severe hypertension, headache, and proteinuria. Obstetrics diagnosed preeclampsia with severe features and started magnesium sulfate before induction of labor.	Preeclampsia paragraph should retrieve preeclampsia, magnesium sulfate, labor induction, severe hypertension, proteinuria, and headache.
paragraph_23	C0259787	expected	3	3	paragraph_expected		A pregnant patient at 34 weeks developed severe hypertension, headache, and proteinuria. Obstetrics diagnosed preeclampsia with severe features and started magnesium sulfate before induction of labor.	Preeclampsia paragraph should retrieve preeclampsia, magnesium sulfate, labor induction, severe hypertension, proteinuria, and headache.
paragraph_23	C4013784	expected	3	3	paragraph_expected		A pregnant patient at 34 weeks developed severe hypertension, headache, and proteinuria. Obstetrics diagnosed preeclampsia with severe features and started magnesium sulfate before induction of labor.	Preeclampsia paragraph should retrieve preeclampsia, magnesium sulfate, labor induction, severe hypertension, proteinuria, and headache.
paragraph_24	C0009375	expected	3	3	paragraph_expected		The patient had microcytic anemia with low ferritin and positive fecal occult blood testing. Colonoscopy found a bleeding colon mass, and packed red blood cell transfusion was ordered.	GI blood-loss anemia paragraph should retrieve microcytic anemia, fecal occult blood testing, packed RBC transfusion, low ferritin, colonoscopy, and colon neoplasm/mass.
paragraph_24	C0009378	expected	3	3	paragraph_expected		The patient had microcytic anemia with low ferritin and positive fecal occult blood testing. Colonoscopy found a bleeding colon mass, and packed red blood cell transfusion was ordered.	GI blood-loss anemia paragraph should retrieve microcytic anemia, fecal occult blood testing, packed RBC transfusion, low ferritin, colonoscopy, and colon neoplasm/mass.
paragraph_24	C0199962	expected	3	3	paragraph_expected		The patient had microcytic anemia with low ferritin and positive fecal occult blood testing. Colonoscopy found a bleeding colon mass, and packed red blood cell transfusion was ordered.	GI blood-loss anemia paragraph should retrieve microcytic anemia, fecal occult blood testing, packed RBC transfusion, low ferritin, colonoscopy, and colon neoplasm/mass.
paragraph_24	C0201811	expected	3	3	paragraph_expected		The patient had microcytic anemia with low ferritin and positive fecal occult blood testing. Colonoscopy found a bleeding colon mass, and packed red blood cell transfusion was ordered.	GI blood-loss anemia paragraph should retrieve microcytic anemia, fecal occult blood testing, packed RBC transfusion, low ferritin, colonoscopy, and colon neoplasm/mass.
paragraph_24	C0266813	useful_extra	1	1.5	useful_extra_config | precision_audit_review	Fecal occult blood: positive		Explicit positive fecal occult blood test finding.
paragraph_24	C0860972	expected	3	3	paragraph_expected		The patient had microcytic anemia with low ferritin and positive fecal occult blood testing. Colonoscopy found a bleeding colon mass, and packed red blood cell transfusion was ordered.	GI blood-loss anemia paragraph should retrieve microcytic anemia, fecal occult blood testing, packed RBC transfusion, low ferritin, colonoscopy, and colon neoplasm/mass.
paragraph_24	C5194182	expected	3	3	paragraph_expected		The patient had microcytic anemia with low ferritin and positive fecal occult blood testing. Colonoscopy found a bleeding colon mass, and packed red blood cell transfusion was ordered.	GI blood-loss anemia paragraph should retrieve microcytic anemia, fecal occult blood testing, packed RBC transfusion, low ferritin, colonoscopy, and colon neoplasm/mass.
paragraph_25	C0003962	expected	3	3	paragraph_expected		A patient with chronic hepatitis C had elevated transaminases and thrombocytopenia. Liver ultrasound showed cirrhosis with ascites, and hepatology started spironolactone for volume management.	Hepatology paragraph should retrieve chronic hepatitis C, cirrhosis, elevated transaminases, ascites, liver ultrasound, spironolactone, and thrombocytopenia.
paragraph_25	C0023890	expected	3	3	paragraph_expected		A patient with chronic hepatitis C had elevated transaminases and thrombocytopenia. Liver ultrasound showed cirrhosis with ascites, and hepatology started spironolactone for volume management.	Hepatology paragraph should retrieve chronic hepatitis C, cirrhosis, elevated transaminases, ascites, liver ultrasound, spironolactone, and thrombocytopenia.
paragraph_25	C0037982	expected	3	3	paragraph_expected		A patient with chronic hepatitis C had elevated transaminases and thrombocytopenia. Liver ultrasound showed cirrhosis with ascites, and hepatology started spironolactone for volume management.	Hepatology paragraph should retrieve chronic hepatitis C, cirrhosis, elevated transaminases, ascites, liver ultrasound, spironolactone, and thrombocytopenia.
paragraph_25	C0040034	expected	3	3	paragraph_expected		A patient with chronic hepatitis C had elevated transaminases and thrombocytopenia. Liver ultrasound showed cirrhosis with ascites, and hepatology started spironolactone for volume management.	Hepatology paragraph should retrieve chronic hepatitis C, cirrhosis, elevated transaminases, ascites, liver ultrasound, spironolactone, and thrombocytopenia.
paragraph_25	C0412534	expected	3	3	paragraph_expected		A patient with chronic hepatitis C had elevated transaminases and thrombocytopenia. Liver ultrasound showed cirrhosis with ascites, and hepatology started spironolactone for volume management.	Hepatology paragraph should retrieve chronic hepatitis C, cirrhosis, elevated transaminases, ascites, liver ultrasound, spironolactone, and thrombocytopenia.
paragraph_25	C0438717	expected	3	3	paragraph_expected		A patient with chronic hepatitis C had elevated transaminases and thrombocytopenia. Liver ultrasound showed cirrhosis with ascites, and hepatology started spironolactone for volume management.	Hepatology paragraph should retrieve chronic hepatitis C, cirrhosis, elevated transaminases, ascites, liver ultrasound, spironolactone, and thrombocytopenia.
paragraph_25	C0524910	expected	3	3	paragraph_expected		A patient with chronic hepatitis C had elevated transaminases and thrombocytopenia. Liver ultrasound showed cirrhosis with ascites, and hepatology started spironolactone for volume management.	Hepatology paragraph should retrieve chronic hepatitis C, cirrhosis, elevated transaminases, ascites, liver ultrasound, spironolactone, and thrombocytopenia.
paragraph_26	C0017725	expected	3	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C0020615	useful_extra	1	1.5	useful_extra_config | precision_audit_review	Hypoglycemia		Explicit severe hypoglycemia condition.
paragraph_26	C0021641	expected	3	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C0030768	disallowed	-2	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C0206176	disallowed	-2	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C0206488	disallowed	-2	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C0392201	expected	3	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C0541653	disallowed	-2	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C0683369	expected	3	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C0730229	disallowed	-2	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C1707737	useful_extra	1	1.5	useful_extra_config	Diaphoretic		Explicit autonomic symptom in severe hypoglycemia paragraph.
paragraph_26	C1709941	disallowed	-2	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C3846076	disallowed	-2	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C4523945	expected	3	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C4728082	expected	3	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_26	C5418818	disallowed	-2	3	paragraph_expected		Blood glucose was 38 mg/dL after excess insulin use, and the patient was diaphoretic and confused. Dextrose was given for severe hypoglycemia, and continuous glucose monitoring was reviewed.	Hypoglycemia paragraph should retrieve blood glucose measurement, continuous glucose monitoring, severe hypoglycemia, insulin, dextrose/glucose, and confusion.
paragraph_27	C0007561	expected	3	3	paragraph_expected		A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_27	C0015967	expected	3	3	paragraph_expected		A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_27	C0037943	expected	3	3	paragraph_expected		A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_27	C0042313	expected	3	3	paragraph_expected		A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_27	C0085437	expected	3	3	paragraph_expected		A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_27	C0085636	expected	3	3	paragraph_expected		A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_27	C0151315	expected	3	3	paragraph_expected		A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_27	C0151857	expected	3	3	paragraph_expected		A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_27	C0860801	expected	3	3	paragraph_expected		A patient with fever, neck stiffness, and photophobia underwent lumbar puncture. Cerebrospinal fluid showed neutrophilic pleocytosis and low glucose, so ceftriaxone and vancomycin were started for bacterial meningitis.	Meningitis paragraph should retrieve bacterial meningitis, neck stiffness, lumbar puncture, pleocytosis, low glucose, fever, photophobia, ceftriaxone, and vancomycin.
paragraph_28	C0007131	expected	3	3	paragraph_expected		The oncology trial enrolled patients with EGFR mutated non small cell lung cancer. Osimertinib improved progression free survival compared with platinum chemotherapy in participants with brain metastases.	Oncology trial paragraph should retrieve NSCLC, EGFR gene, osimertinib, progression-free survival, platinum, and brain metastases.
paragraph_28	C0032207	expected	3	3	paragraph_expected		The oncology trial enrolled patients with EGFR mutated non small cell lung cancer. Osimertinib improved progression free survival compared with platinum chemotherapy in participants with brain metastases.	Oncology trial paragraph should retrieve NSCLC, EGFR gene, osimertinib, progression-free survival, platinum, and brain metastases.
paragraph_28	C0220650	expected	3	3	paragraph_expected		The oncology trial enrolled patients with EGFR mutated non small cell lung cancer. Osimertinib improved progression free survival compared with platinum chemotherapy in participants with brain metastases.	Oncology trial paragraph should retrieve NSCLC, EGFR gene, osimertinib, progression-free survival, platinum, and brain metastases.
paragraph_28	C0242792	expected	3	3	paragraph_expected		The oncology trial enrolled patients with EGFR mutated non small cell lung cancer. Osimertinib improved progression free survival compared with platinum chemotherapy in participants with brain metastases.	Oncology trial paragraph should retrieve NSCLC, EGFR gene, osimertinib, progression-free survival, platinum, and brain metastases.
paragraph_28	C1414313	expected	3	3	paragraph_expected		The oncology trial enrolled patients with EGFR mutated non small cell lung cancer. Osimertinib improved progression free survival compared with platinum chemotherapy in participants with brain metastases.	Oncology trial paragraph should retrieve NSCLC, EGFR gene, osimertinib, progression-free survival, platinum, and brain metastases.
paragraph_28	C3665472	useful_extra	1	1.5	useful_extra_config	Chemotherapy		Explicit platinum chemotherapy treatment concept in oncology trial paragraph.
paragraph_28	C4058811	expected	3	3	paragraph_expected		The oncology trial enrolled patients with EGFR mutated non small cell lung cancer. Osimertinib improved progression free survival compared with platinum chemotherapy in participants with brain metastases.	Oncology trial paragraph should retrieve NSCLC, EGFR gene, osimertinib, progression-free survival, platinum, and brain metastases.
paragraph_29	C0162701	expected	3	3	paragraph_expected		A patient with obstructive sleep apnea reported daytime somnolence and loud snoring. Polysomnography showed an elevated apnea hypopnea index, and continuous positive airway pressure was prescribed.	Sleep medicine paragraph should retrieve OSA, CPAP, apnea-hypopnea index, loud snoring, daytime somnolence, and polysomnography.
paragraph_29	C0199451	expected	3	3	paragraph_expected		A patient with obstructive sleep apnea reported daytime somnolence and loud snoring. Polysomnography showed an elevated apnea hypopnea index, and continuous positive airway pressure was prescribed.	Sleep medicine paragraph should retrieve OSA, CPAP, apnea-hypopnea index, loud snoring, daytime somnolence, and polysomnography.
paragraph_29	C0520679	expected	3	3	paragraph_expected		A patient with obstructive sleep apnea reported daytime somnolence and loud snoring. Polysomnography showed an elevated apnea hypopnea index, and continuous positive airway pressure was prescribed.	Sleep medicine paragraph should retrieve OSA, CPAP, apnea-hypopnea index, loud snoring, daytime somnolence, and polysomnography.
paragraph_29	C2111846	expected	3	3	paragraph_expected		A patient with obstructive sleep apnea reported daytime somnolence and loud snoring. Polysomnography showed an elevated apnea hypopnea index, and continuous positive airway pressure was prescribed.	Sleep medicine paragraph should retrieve OSA, CPAP, apnea-hypopnea index, loud snoring, daytime somnolence, and polysomnography.
paragraph_29	C2219848	expected	3	3	paragraph_expected		A patient with obstructive sleep apnea reported daytime somnolence and loud snoring. Polysomnography showed an elevated apnea hypopnea index, and continuous positive airway pressure was prescribed.	Sleep medicine paragraph should retrieve OSA, CPAP, apnea-hypopnea index, loud snoring, daytime somnolence, and polysomnography.
paragraph_29	C2219850	expected	3	3	paragraph_expected		A patient with obstructive sleep apnea reported daytime somnolence and loud snoring. Polysomnography showed an elevated apnea hypopnea index, and continuous positive airway pressure was prescribed.	Sleep medicine paragraph should retrieve OSA, CPAP, apnea-hypopnea index, loud snoring, daytime somnolence, and polysomnography.
paragraph_30	C0002928	expected	3	3	paragraph_expected		The patient developed urinary retention after spinal anesthesia. Bladder scan showed 800 mL post void residual, and a Foley catheter was inserted before starting tamsulosin.	Urology paragraph should retrieve urinary retention, spinal anesthesia, Foley catheter, bladder scan, tamsulosin, and residual urine volume.
paragraph_30	C0179804	expected	3	3	paragraph_expected		The patient developed urinary retention after spinal anesthesia. Bladder scan showed 800 mL post void residual, and a Foley catheter was inserted before starting tamsulosin.	Urology paragraph should retrieve urinary retention, spinal anesthesia, Foley catheter, bladder scan, tamsulosin, and residual urine volume.
paragraph_30	C0257343	expected	3	3	paragraph_expected		The patient developed urinary retention after spinal anesthesia. Bladder scan showed 800 mL post void residual, and a Foley catheter was inserted before starting tamsulosin.	Urology paragraph should retrieve urinary retention, spinal anesthesia, Foley catheter, bladder scan, tamsulosin, and residual urine volume.
paragraph_30	C0429774	expected	3	3	paragraph_expected		The patient developed urinary retention after spinal anesthesia. Bladder scan showed 800 mL post void residual, and a Foley catheter was inserted before starting tamsulosin.	Urology paragraph should retrieve urinary retention, spinal anesthesia, Foley catheter, bladder scan, tamsulosin, and residual urine volume.
paragraph_30	C1096192	expected	3	3	paragraph_expected		The patient developed urinary retention after spinal anesthesia. Bladder scan showed 800 mL post void residual, and a Foley catheter was inserted before starting tamsulosin.	Urology paragraph should retrieve urinary retention, spinal anesthesia, Foley catheter, bladder scan, tamsulosin, and residual urine volume.
paragraph_30	C5700171	expected	3	3	paragraph_expected		The patient developed urinary retention after spinal anesthesia. Bladder scan showed 800 mL post void residual, and a Foley catheter was inserted before starting tamsulosin.	Urology paragraph should retrieve urinary retention, spinal anesthesia, Foley catheter, bladder scan, tamsulosin, and residual urine volume.
paragraph_31	C0011777	expected	3	3	paragraph_expected		A child with fever and barking cough had inspiratory stridor on exam. Neck radiograph suggested croup, and dexamethasone plus nebulized epinephrine were administered.	Pediatric croup paragraph should retrieve croup, barking cough, inspiratory stridor, dexamethasone, epinephrine/racepinephrine, radiograph, and fever.
paragraph_31	C0015967	expected	3	3	paragraph_expected		A child with fever and barking cough had inspiratory stridor on exam. Neck radiograph suggested croup, and dexamethasone plus nebulized epinephrine were administered.	Pediatric croup paragraph should retrieve croup, barking cough, inspiratory stridor, dexamethasone, epinephrine/racepinephrine, radiograph, and fever.
paragraph_31	C0205758	expected	3	3	paragraph_expected		A child with fever and barking cough had inspiratory stridor on exam. Neck radiograph suggested croup, and dexamethasone plus nebulized epinephrine were administered.	Pediatric croup paragraph should retrieve croup, barking cough, inspiratory stridor, dexamethasone, epinephrine/racepinephrine, radiograph, and fever.
paragraph_31	C0234866	expected	3	3	paragraph_expected		A child with fever and barking cough had inspiratory stridor on exam. Neck radiograph suggested croup, and dexamethasone plus nebulized epinephrine were administered.	Pediatric croup paragraph should retrieve croup, barking cough, inspiratory stridor, dexamethasone, epinephrine/racepinephrine, radiograph, and fever.
paragraph_31	C0677600	expected	3	3	paragraph_expected		A child with fever and barking cough had inspiratory stridor on exam. Neck radiograph suggested croup, and dexamethasone plus nebulized epinephrine were administered.	Pediatric croup paragraph should retrieve croup, barking cough, inspiratory stridor, dexamethasone, epinephrine/racepinephrine, radiograph, and fever.
paragraph_31	C1306645	expected	3	3	paragraph_expected		A child with fever and barking cough had inspiratory stridor on exam. Neck radiograph suggested croup, and dexamethasone plus nebulized epinephrine were administered.	Pediatric croup paragraph should retrieve croup, barking cough, inspiratory stridor, dexamethasone, epinephrine/racepinephrine, radiograph, and fever.
paragraph_31	C4049282	expected	3	3	paragraph_expected		A child with fever and barking cough had inspiratory stridor on exam. Neck radiograph suggested croup, and dexamethasone plus nebulized epinephrine were administered.	Pediatric croup paragraph should retrieve croup, barking cough, inspiratory stridor, dexamethasone, epinephrine/racepinephrine, radiograph, and fever.
paragraph_32	C0025815	expected	3	3	paragraph_expected		The transplant recipient developed rising creatinine and decreased tacrolimus trough levels after missed doses. Kidney biopsy showed acute cellular rejection, and high dose methylprednisolone was started.	Transplant paragraph should retrieve acute cellular rejection, transplant recipient/present, tacrolimus trough, kidney biopsy, methylprednisolone, creatinine measurement, and tacrolimus.
paragraph_32	C0085149	expected	3	3	paragraph_expected		The transplant recipient developed rising creatinine and decreased tacrolimus trough levels after missed doses. Kidney biopsy showed acute cellular rejection, and high dose methylprednisolone was started.	Transplant paragraph should retrieve acute cellular rejection, transplant recipient/present, tacrolimus trough, kidney biopsy, methylprednisolone, creatinine measurement, and tacrolimus.
paragraph_32	C0194073	expected	3	3	paragraph_expected		The transplant recipient developed rising creatinine and decreased tacrolimus trough levels after missed doses. Kidney biopsy showed acute cellular rejection, and high dose methylprednisolone was started.	Transplant paragraph should retrieve acute cellular rejection, transplant recipient/present, tacrolimus trough, kidney biopsy, methylprednisolone, creatinine measurement, and tacrolimus.
paragraph_32	C0201975	expected	3	3	paragraph_expected		The transplant recipient developed rising creatinine and decreased tacrolimus trough levels after missed doses. Kidney biopsy showed acute cellular rejection, and high dose methylprednisolone was started.	Transplant paragraph should retrieve acute cellular rejection, transplant recipient/present, tacrolimus trough, kidney biopsy, methylprednisolone, creatinine measurement, and tacrolimus.
paragraph_32	C0877453	expected	3	3	paragraph_expected		The transplant recipient developed rising creatinine and decreased tacrolimus trough levels after missed doses. Kidney biopsy showed acute cellular rejection, and high dose methylprednisolone was started.	Transplant paragraph should retrieve acute cellular rejection, transplant recipient/present, tacrolimus trough, kidney biopsy, methylprednisolone, creatinine measurement, and tacrolimus.
paragraph_32	C1407119	expected	3	3	paragraph_expected		The transplant recipient developed rising creatinine and decreased tacrolimus trough levels after missed doses. Kidney biopsy showed acute cellular rejection, and high dose methylprednisolone was started.	Transplant paragraph should retrieve acute cellular rejection, transplant recipient/present, tacrolimus trough, kidney biopsy, methylprednisolone, creatinine measurement, and tacrolimus.
paragraph_32	C5149388	expected	3	3	paragraph_expected		The transplant recipient developed rising creatinine and decreased tacrolimus trough levels after missed doses. Kidney biopsy showed acute cellular rejection, and high dose methylprednisolone was started.	Transplant paragraph should retrieve acute cellular rejection, transplant recipient/present, tacrolimus trough, kidney biopsy, methylprednisolone, creatinine measurement, and tacrolimus.
paragraph_33	C0013404	expected	3	3	paragraph_expected		A patient with chronic obstructive pulmonary disease had worsening dyspnea and wheezing after a viral illness. Spirometry history confirmed obstruction, oxygen saturation measurement was low, and prednisone plus azithromycin were prescribed for COPD exacerbation.	COPD paragraph should retrieve COPD, COPD exacerbation, dyspnea, spirometry, oxygen saturation measurement, prednisone, and azithromycin.
paragraph_33	C0024117	expected	3	3	paragraph_expected		A patient with chronic obstructive pulmonary disease had worsening dyspnea and wheezing after a viral illness. Spirometry history confirmed obstruction, oxygen saturation measurement was low, and prednisone plus azithromycin were prescribed for COPD exacerbation.	COPD paragraph should retrieve COPD, COPD exacerbation, dyspnea, spirometry, oxygen saturation measurement, prednisone, and azithromycin.
paragraph_33	C0032952	expected	3	3	paragraph_expected		A patient with chronic obstructive pulmonary disease had worsening dyspnea and wheezing after a viral illness. Spirometry history confirmed obstruction, oxygen saturation measurement was low, and prednisone plus azithromycin were prescribed for COPD exacerbation.	COPD paragraph should retrieve COPD, COPD exacerbation, dyspnea, spirometry, oxygen saturation measurement, prednisone, and azithromycin.
paragraph_33	C0037981	expected	3	3	paragraph_expected		A patient with chronic obstructive pulmonary disease had worsening dyspnea and wheezing after a viral illness. Spirometry history confirmed obstruction, oxygen saturation measurement was low, and prednisone plus azithromycin were prescribed for COPD exacerbation.	COPD paragraph should retrieve COPD, COPD exacerbation, dyspnea, spirometry, oxygen saturation measurement, prednisone, and azithromycin.
paragraph_33	C0043144	useful_extra	1	1.5	useful_extra_config | precision_audit_review	Wheezing		Explicit symptom in COPD exacerbation paragraph.
paragraph_33	C0052796	expected	3	3	paragraph_expected		A patient with chronic obstructive pulmonary disease had worsening dyspnea and wheezing after a viral illness. Spirometry history confirmed obstruction, oxygen saturation measurement was low, and prednisone plus azithromycin were prescribed for COPD exacerbation.	COPD paragraph should retrieve COPD, COPD exacerbation, dyspnea, spirometry, oxygen saturation measurement, prednisone, and azithromycin.
paragraph_33	C0523807	expected	3	3	paragraph_expected		A patient with chronic obstructive pulmonary disease had worsening dyspnea and wheezing after a viral illness. Spirometry history confirmed obstruction, oxygen saturation measurement was low, and prednisone plus azithromycin were prescribed for COPD exacerbation.	COPD paragraph should retrieve COPD, COPD exacerbation, dyspnea, spirometry, oxygen saturation measurement, prednisone, and azithromycin.
paragraph_33	C0740304	expected	3	3	paragraph_expected		A patient with chronic obstructive pulmonary disease had worsening dyspnea and wheezing after a viral illness. Spirometry history confirmed obstruction, oxygen saturation measurement was low, and prednisone plus azithromycin were prescribed for COPD exacerbation.	COPD paragraph should retrieve COPD, COPD exacerbation, dyspnea, spirometry, oxygen saturation measurement, prednisone, and azithromycin.
paragraph_34	C0004238	expected	3	3	paragraph_expected		The patient had atrial fibrillation with rapid ventricular response. Metoprolol was given for rate control, warfarin was adjusted after an elevated INR, echocardiography was ordered, and cardioversion was discussed.	Atrial fibrillation paragraph should retrieve atrial fibrillation, metoprolol, warfarin, INR, echocardiography, and cardioversion.
paragraph_34	C0013516	expected	3	3	paragraph_expected		The patient had atrial fibrillation with rapid ventricular response. Metoprolol was given for rate control, warfarin was adjusted after an elevated INR, echocardiography was ordered, and cardioversion was discussed.	Atrial fibrillation paragraph should retrieve atrial fibrillation, metoprolol, warfarin, INR, echocardiography, and cardioversion.
paragraph_34	C0013778	expected	3	3	paragraph_expected		The patient had atrial fibrillation with rapid ventricular response. Metoprolol was given for rate control, warfarin was adjusted after an elevated INR, echocardiography was ordered, and cardioversion was discussed.	Atrial fibrillation paragraph should retrieve atrial fibrillation, metoprolol, warfarin, INR, echocardiography, and cardioversion.
paragraph_34	C0025859	expected	3	3	paragraph_expected		The patient had atrial fibrillation with rapid ventricular response. Metoprolol was given for rate control, warfarin was adjusted after an elevated INR, echocardiography was ordered, and cardioversion was discussed.	Atrial fibrillation paragraph should retrieve atrial fibrillation, metoprolol, warfarin, INR, echocardiography, and cardioversion.
